"110222029","2025-02-15T11:46:07+0300",-,false,"https://hh.ru/vacancy/110222029"
"115163407","2025-02-08T14:57:04+0300",-,false,"https://hh.ru/vacancy/115163407"
"115748775","2025-02-16T09:47:05+0300",-,false,"https://hh.ru/vacancy/115748775"
"116574300","2025-01-30T16:22:06+0300",-,false,"https://hh.ru/vacancy/116574300"
"116604182","2025-01-31T12:52:47+0300","Junior",false,"https://hh.ru/vacancy/116604182"
"116778961","2025-02-05T07:54:39+0300",-,false,"https://hh.ru/vacancy/116778961"
"116909477","2025-02-07T17:16:41+0300",-,false,"https://hh.ru/vacancy/116909477"
"117047994","2025-02-10T17:08:13+0300",-,false,"https://hh.ru/vacancy/117047994"
"117072719","2025-02-11T09:01:24+0300",-,false,"https://hh.ru/vacancy/117072719"
"117076905","2025-02-11T09:47:46+0300",-,false,"https://hh.ru/vacancy/117076905"
"117157519","2025-02-12T16:24:22+0300",-,true,"https://hh.ru/vacancy/117157519"
"117251841","2025-02-14T11:02:03+0300",-,false,"https://hh.ru/vacancy/117251841"
"117271956","2025-02-14T14:57:06+0300","Junior",false,"https://hh.ru/vacancy/117271956"
"117287749","2025-02-14T19:20:04+0300",-,false,"https://hh.ru/vacancy/117287749"
"117290373","2025-02-15T08:01:19+0300",-,false,"https://hh.ru/vacancy/117290373"
"117318628","2025-02-17T07:20:40+0300",-,false,"https://hh.ru/vacancy/117318628"
"117327574","2025-02-17T09:31:12+0300",-,false,"https://hh.ru/vacancy/117327574"
"117331319","2025-02-17T10:02:00+0300",-,false,"https://hh.ru/vacancy/117331319"
"117332113","2025-02-17T10:10:27+0300",-,true,"https://hh.ru/vacancy/117332113"
"117336243","2025-02-17T10:48:23+0300","Junior",false,"https://hh.ru/vacancy/117336243"
